id,nb_images,longueur_image,largeur_image,description_produit,taille,annee,couleur,prix,categorie,nom_produit,delai_vente
1126,5,2100.0,831.0,"Pantalon en denim, coupe droite.
Motif drapeaux du monde sur l'ensemble.
5 poches, dont une avec le symbole de la paix.
Fermeture par une rangée de boutons.

Fabriqué en Italie.

Taille 40",40,,Multicolore,30.0,mode,,0
1127,3,900.0,675.0,"<p><strong>Blouse Femme PROMOD</strong></p>
<p>Manches Longues - Fluide</p>
<p>Taille 42</p>
<p>Couleur Multicolore</p>",42,,Multicolore,7.0,mode,PROMOD - T42 ( ref.b34 ),0
1128,1,3603.0,2267.0,Statuette flamand rose laiton doré. Hauteur 47cm.,,,,20.0,mobilier - deco,Statuette flamand rose laiton doré,0
1129,2,1100.0,1100.0,"poupée composition raynal vêtue de sa robe bleue. poupée à voix, mais le système de voix ne fonctionne plus. Yeux bleus fixes. longue entaille de 8,5 cm le long de la jambe gauche. ha : 47 cm",,,Blanc,50.0,enfance,Poupée Raynal vêtue de sa robe bleue,2
1130,5,5472.0,3648.0,Cafetière électrique Cadillac,,,,15.0,mobilier - deco,Cafetiere électrique Cadillac,1
1131,6,3088.0,2643.0,"Fermoir à clip métal poche sous rabat fermé par bouton aimanté ,doublure synthétique .
une poche intérieure zippée et poignée fixe.",,,Marron,30.0,mode,Sac cuir Texier,1
1132,4,2658.0,2028.0,"Ancien moulin à café Peugeot Frères à titre décoratif . Peinture usée ainsi que sur le métal rouge . Petit tiroir sur le devant et marque au dessus de celui-ci . 
Dimensions = 11 x 12 cm , avec manivelle = environ 22 cm .",,,Multicolore,20.0,mobilier - deco,Ancien moulin à café Peugeot Frères ,0
1133,1,329.0,250.0,"<p><strong>Livre d'occasion écrit par Monsieur B paru en 2001 aux éditions Albin Michel<br/>Thème : BANDES DESSINÉES, COMICS, MANGAS - Bandes dessinées.</strong></p><p>A propos de cet exemplaire de ""La Vérité sur le Baccalauréat"": couverture cartonnée, grand format , bon état.<br/> . Code ISBN de référence pour ce livre : 9782226121820<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2001.0,,2.0,librairie,La Vérité sur le Baccalauréat - Monsieur B,2
1134,5,1000.0,399.0,"Imprimés blancs, bleu nuit, orange
Boutons sur le devant
2 poches avant",42,,Vert,7.0,mode,Blouse Vintage sans manche Verte à fleurs T42,1
1135,2,616.0,616.0,"<p><strong>Livre d'occasion écrit par Michel Ocelot Bénédicte Galup paru en 2005 aux éditions Milan Jeunesse.</strong></p><p>A propos de cet exemplaire de ""Kirikou et la girafe"": couverture cartonnée, format moyen , bon état.<br/> . Code ISBN de référence pour ce livre : 9782745919618<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2005.0,,4.2,librairie,Kirikou et la girafe - Michel Ocelot Bénédicte Galup,2
1136,3,900.0,675.0,"<p><strong>Jupe Femme INTERPEL PARIS</strong></p>
<p>Courte - Fente Sur le Côté</p>
<p>Taille 36</p>
<p>Couleur Noire - Cuir Véritable</p>
<p>Bon Etat</p>
<p>&nbsp;</p>",36,,Noir,9.0,label selection,INTERPEL PARIS - T36 ( ref.f59 ),2
1137,5,2304.0,3072.0,"Belle pendule en marbre polychrome (4 marbres différents) de forme très originale, décorée de deux oiseaux en métal
Le cadran est inséré dans un hexagone de marbre verré
Cadran doré avec graphisme ""oblique"" des années 20-30
Cadran signé Chevassus et Barrouet, à Tours
Mouvement de Paris, sonne les heures et les demis
Complète avec clé et balanciers
En Etat de fonctionnement
Dimension : 39 x 10 x H 27cm",,,,90.0,mobilier - deco,Pendule de cheminée Art Nouveau,2
1138,5,2448.0,2448.0,"Pull noir de marque Lacoste pour homme
Taille 7
Colorie noir
Composition  laine / acylique
Descriptif  en V . Logo de la marque cousu à la poitrine
Coudière synthétique 
L’indémodable pull  Lacoste à porter en toute occasion
",T7,,Noir,12.0,mode,Pull noir de marque Lacoste pour homme ,0
1139,4,480.0,480.0,"- Ancien téléphone de marque P.T.T
- années 1965
- couleur: Noir
- cadrant rotatif  
",,,,25.0,multimédia,Ancien Telephone Standard P.T.T.,0
1140,3,2304.0,3072.0,"Paire de boucles d'oreilles or et diamant (taille ancienne)

Révisée en bijouterie",,,,700.0,mode,Paire de boucle d'oreilles,2
1141,3,2185.0,3065.0,"Écharpe en soie à bords frangés.
Motif élégant à formes géométriques.
Motif végétal en filigrane sur l'ensemble de la pièce.

Longueur : 135cm
Largeur : 30cm",TU,,Bleu,15.0,mode,Écharpe en soie frangée,2
1142,5,2448.0,2448.0,"Paire de chaussures type escarpins  pour femme de la marque  MOOVA

pointure : 38 
coloris : noir et noir vernis
composition : intérieur et extérieur cuir
fabrication : Française

Modèle escarpins, talon carré de 4 cm , fermeture bride velcro ,  à
 bout carré , effet matière mat et vernis.

",,,Noir,9.0,mode,Paire de chaussures escarpins noirs femme MOOVA,0
1143,4,2448.0,2448.0,"Robe style créole à manches courtes bébé. 

- Manches courtes. 
- Col en bateau souligné par une large bande. 
- Motifs madras. 
- Taille élastique. 
- Broderie blanche sur le col et la base. 

Taille: Non renseignée, nous estimons une taille 9/12 mois. 
Matière: 100% coton. ",,,Blanc,3.0,enfance,Robe style créole à manches courtes bébé ,1
1144,2,2711.0,1335.0,"Robe courte à manches courtes.
Mix de motifs, dont des mandalas agrémentés de broderies et de strass.
Jupe légèrement évasée.

Taille XL",XL,,Multicolore,15.0,mode,Robe motif mandalas,2
1145,5,2448.0,2448.0,"Cape blanche en fake fur pour femme.
Fermeture grâce à un noeud au cou.
Doublée. 
Idéale pour un mariage , un baptême ou une soirée déguisée. 
Taille unique. 
Couleur: Blanc. 
Matière: Non renseignée.   ",TU,,Blanc,4.0,mode,Cape blanche en fake fur pour femme ,0
1146,2,1717.0,1627.0,"Apporter une touche rétro en prenant votre café avec ce sucrier en verre ciselé . Le couvercle est en métal argenté ( présente quelques rayures et tache sur l'intérieur ) et petite pince sur le dessous du couvercle pour attraper vos sucres .
Dimensions 8 x 8 cm .",,,Argenté,12.0,mobilier - deco,Sucrier vintage ,1
1147,6,2448.0,2448.0,"Tee-shirt à manches courtes motifs floraux femme NAF NAF. 

- Col V. 
- Manches courtes. 
- Matière fluide et agréable à porter. 
- Motifs floraux/papillons. 
- Dos de couleur uni. 

Taille: S. 
Matière: 50% modal, 50% viscose. 

",S,,Bleu,8.0,label selection,Tee-shirt à manches courtes motifs floraux femme NAF NAF ,0
1148,3,900.0,675.0,"<p><strong>Robe Femme Manches Courtes MANGO</strong></p>
<p>Couleur Noire / Grise</p>
<p>Taille 34</p>",36,,,8.0,mode,MANGO - T36 ( ref.d13 ),1
1149,6,1851.0,1694.0,"Chemise Mac & Maggie vintage en vichy noir et blanc, fleurs « Pop » brodées devant, et une petite sur le col. 
1 poche plaquée poitrine. 
Longueur totale 82 cm, carrure à plat 51 ,5 cm. 
Un petit accroc 0,5 cm au niveau de la patte de boutonnage (cf dernière photo). 
Pour la petite histoire Mac & Maggie était une marque néerlandaise des années 70 / 90, anticonformiste  qui a insufflé un vent de liberté aux Pays Bas en Allemagne, en Belgique et en Angleterre où elle était distribuée.
",M,,,8.0,mode,Chemise Mac & Maggie vintage T M,2
1150,5,2552.0,4491.0,"Regards sur l'Indochine Types Femmes, édité par les services de presse informatique des F.A.E.O",,,,190.0,librairie,Regard sur l'Indochine,2
1151,3,1100.0,1100.0,"Set de table chinois composé de 6 serviettes et de six paires de baguettes à repas. Produit neuf.

Dimensions: 39 x 29 cm.Poids: 150g",,,Bleu,22.0,label selection,Set de table chinois ,2
1152,1,616.0,616.0,"<p><strong>Livre d'occasion écrit par Emmanuelle Cinquin Soeur Emmanuelle paru en 1988 aux éditions Les Editions Ouvrières<br>Thème : RELIGION.</strong></p><p>A propos de cet exemplaire de ""Une Chiffonnière avec les chiffonniers"": couverture souple, format moyen , bon état.<br> . Code ISBN de référence pour ce livre : 9782708218604<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,1988.0,,2.4,librairie,Une Chiffonnière avec les chiffonniers - Emmanuelle Cinquin Soeur Emmanuelle,0
1153,2,2848.0,2848.0,"Beau livre de Georges Sand comportant"" La Petite Fadette"" suivi de 
""La mare au diable. Illustré de 28 images de Maggie Salcedo aux édition : LIBRAIRIE GEDALGE",,1935.0,,30.0,librairie,"Livre La Petite Fadette"" de Georges Sand 1935 suivi de ""La Mare Au diable"" tranches dorées",2
1154,3,1536.0,2048.0,"2 poches zippées intérieur
31 x 22 cm",,,,20.0,mode,Sac à main B. Renouard,2
1155,4,900.0,675.0,"<p><strong>Veste Femme CONVERSE</strong></p>
<p>Modèle Sport - Manches Longues</p>
<p>Taille 36</p>
<p>Couleur Noire</p>
<p>Fermeture Zippée + Poches Zippées</p>
<p>Bon Etat</p>",36,,Noir,12.0,mode,CONVERSE - T36 ( ref.j111 ),1
1156,7,2448.0,2448.0,"Jupe en tule couleur menthe a l'eau fillette KIABI.
Votre fille va adorer cette petite jupe en tule avec ses paillettes qui parsème entièrement la jupe. 
Elle possède 2 tules superposés et un tissu sous le tule 100% coton.
Taille élastique. 
Taille: 24 mois. 
Matière: 100% Polyester. Doublure: 100% coton.  
",,,Vert,3.0,enfance,Jupe en tule couleur menthe a l'eau fillette kiabi ,0
1157,3,1100.0,1100.0,"tapisserie d'inspiration flamande, trés insolée.",,,Marron,38.0,mobilier - deco,"Tapisserie d'inspiration flamande, trés insolée",0
1158,2,3068.0,2111.0,"Blazer doublé à col montant, avec galons aux épaules.
Empiècements en dentelle au col et à la taille.
Tissu à motif chevrons.
2 poches.

Taille 38
Création unique de notre styliste, à partir de textiles récupérés.",38,,Gris,15.0,mode,Veste à col mao,2
1159,2,2448.0,2448.0,"Perruque rose flashy coupe carré avec frange pour femme de la marque INCOGNITO WIGS. 

Taille : unique. 
Matière : non renseignée. 
Coloris : rose flashy. 
Article neuf. 

Coupe au carré avec frange, coloris rose flashy, tour de tête ajustable. 

Idéale pour vos soirées déguisées ou pour les lolitas adeptes du look mangas !",,,Rose,5.0,loisirs, Perruque rose flashy coupe carré avec frange pour femme de la marque INCOGNITO WIGS,0
1160,5,1100.0,1100.0,"Etudes napoléonniennes publiées par Frédéric Masson. collection reliée, parue entre 1908 et 1913 chez la société d'éditions littéraires et artistiques Paul Ollendorff à Paris. papier de hollande. dos lisse orné d'un double encadrement de torsade dorée, fleurons dorés dont aigle impérial et ""n"" couronné. doré sur la tête. 12 volumes sur 13. napoléon et les femmes : l’amour; napoléon chez lui : la journée de l’empereur aux tuileries; cavaliers de napoléon; napoléon : manuscrits inédits (1786-1791); joséphine de beauharnais (1763-1796); joséphine, impératrice et reine; joséphine répudiée (1809-1814); l’impératrice marie-louise (1809-1815); napoléon et son fils; napoléon dans sa jeunesse (1769-1793); le sacre et le couronnement de napoléon; napoléon à sainte-hélène (1815-1821). 14 x 23 cm",,1913.0,Vert,75.0,librairie,"napoléon et sa vie, 12 volumes/13 de fréderic masson",2
1161,6,2448.0,2448.0,"Robe de tennis femme LACOSTE. 

- Col en v. 
- Attache cou. 
- Dos nu. 
- Surpiqûres ton sur ton. 
- Liserés blancs et rouge. 
- Logo de la marque brodé côté gauche. 
- Forme légèrement évasée. 
- Couleur noire. 

Taille: 38. 
Matière: 90% polyamide, 10% elasthanne.  
",38,,Noir,8.0,mode,Robe de tennis femme LACOSTE ,0
1162,4,3000.0,4000.0,"Tabouret ancien en bois, motifs coqs sur le dessus. Environ 26x26cm",,,,15.0,mobilier - deco,,2
1163,4,2448.0,2448.0,"Lot de 3 culottes taille haute de la marque LADY PERFECT. 

Taille : 46/48. 
Matière : 100% coton. 
Coloris : blanc / bleu / rose / violet / vert. 
Article neuf avec étiquette. 

Ligne confort, taille haute, motifs floral, surpiqûres ton sur ton, taille 46/48, ceinture élastique, gousset éponge. 

",46,,Blanc,5.0,mode,Lot de 3 culottes taille haute de la marque LADY PERFECT ,0
1164,4,1877.0,1489.0,"2 Chopes Bières vintage  en porcelaine une avec un couvercle en étain , travail artisanal de qualité  . fabrication en Allemagne .
Dimension en cm :  1 article 29 x 15  / 2 article  14 x 11 .  ",,,,12.0,mobilier - deco,"2 Chopes Bières ""Germany""",0
1165,1,616.0,616.0,"<p><strong>Livre d'occasion écrit par Clémence Lefèvre paru en 2015 aux éditions Cristal<br/>Thème : ÉSOTÉRISME, OCCULTISME - Magie - Parapsychisme, Magnétisme, Guérisseurs.</strong></p><p>A propos de cet exemplaire de ""Se libérer d'un mauvais karma"": couverture souple, format moyen , bon état.<br/> . Code ISBN de référence pour ce livre : 9782848950815<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2015.0,,2.0,librairie,Se libérer d'un mauvais karma - Clémence Lefèvre,2
1166,2,1100.0,1100.0,"Soucoupe vintage ronde et creuse en métal. 
Pourtour en métal tressée. 
Trois petits pieds ronds dessous la soucoupe. 
Idéal comme panier à fruits ou présentoir aliments.
 Petite tâche de pollisage dans le plat. 
Dos à nettoyer. Ø 24,5 cm. Poids: 380g. En l'état
",,,,13.0,mobilier - deco,Soucoupe vintage en métal ,1
1167,7,2304.0,3072.0,"Mécanisme complet et fonctionne parfaitement avec ses poids et son balancier
Cadran émaillé, chiffres sur fond rose
Complet avec clé
En état de fonctionnement 
Dimension : 40 x 30 x H 17 cm",,,,100.0,mobilier - deco,Mécanisme d'horloge comtoise,1
1168,4,2200.0,2200.0,"Jupe neuve BCBG Max Azria . 
Jupe courte en faux suede perforé. 
Modèle très seyant, appuyé sur la taille et évasé à partir des hanches. 
Doublée. Zip côté gauche.
Taille à plat 33 cm. Longueur 40 cm. 
",,,,48.0,mode,Jupe neuve BCBG MAXAZRIA T XXS,0
1169,5,2715.0,1339.0,"Robe courte à manches courtes.
Col arrondi avec un zip décoratif à l'avant.
Zip de fermeture à l'arrière.
Empiècement en tissu voile sur le buste, avec liserés en similicuir.
Le reste de la robe est en tissu enduit.
La jupe courte possède deux poches.
Non doublée.

Une pièce originale et sophistiquée.

Taille S",S,,Noir,15.0,label selection,Robe G-Star,1
1170,6,900.0,675.0,"<p><strong>Escarpins Femme GRANDS BOULEVARDS</strong></p>
<p>Bout Rond - Talon : 10 cm</p>
<p>Pointure 37</p>
<p>Couleur Taupe</p>
<p>Neuves avec Emballage</p>",,,Taupe,4.5,mode,GRANDS BOULEVARDS - P37 ( ref.l53 ),2
1171,4,3649.0,1814.0,"Tome 1 du Donjon De Vincennes , 362 pages . Ouvrage abîmé , jauni et taché . Illustrations en N&B .",,1844.0,Marron,10.0,librairie,Le Donjon De Vincennes Tome 1,2
1172,8,2448.0,2448.0,"Tunique femme vintage en suédine DÉFENSE D'AFFICHER. 
On aime sa forme originale, ses manches chauves-souris et sa taille élastique. 
Col, manches et taille en bords côtes.  
Manches retroussées.
Fente à pression côté gauche.
Motifs fantaisies. 
Taille: 1. 
Matière: 83% polyester, 17% coton.  ",T1,,Multicolore,4.0,mode,Tunique femme vintage en suédine DÉFENSE D'AFFICHER,0
1173,1,385.0,250.0,"<p><strong>Livre d'occasion écrit par Pierre Miquel paru en 1997 aux éditions Albin Michel<br/>Thème : HISTOIRE.</strong></p><p>A propos de cet exemplaire de ""Petite histoire des fleurs de l'histoire : Des iris de Clovis aux cent fleurs de Mao"": couverture souple, format moyen , bon état.<br/> . Code ISBN de référence pour ce livre : 9782226089045<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,1997.0,,6.4,librairie,Petite histoire des fleurs de l'histoire : Des iris de Clovis aux cent fleurs de Mao - Pierre Miquel,1
